stt,url,address,name,location,confirmed,rate,votes,rest_type,special_diet,price_max,price_min
758,https://www.tripadvisor.com.vn/Restaurant_Review-g293924-d23120765-Reviews-Ab_Sushi-Hanoi.html,"01 Thuỷ Nguyên, Ecopark Tầng 2 cafe Điện Báo, Hà Nội 100000 Việt Nam",Ab Sushi,Hà Nội,Y,5,15,"Kiểu Nhật, Hải sản, Sushi, Quầy rượu vang, Phong cách ẩm thực Fusion Nhật Bản",N,1000000,300000
759,https://www.tripadvisor.com.vn/Restaurant_Review-g293924-d19501746-Reviews-Botanica_Restaurant-Hanoi.html,"07 Kim Mã Thượng Cống Vị, Hà Nội 100000 Việt Nam",Botanica Restaurant,Hà Nội,Y,5,21,"Kiểu Ý, Kiểu Pháp, Nhà hàng bít tết, Kiểu Bữa tối, Quầy rượu vang",N,,
760,https://www.tripadvisor.com.vn/Restaurant_Review-g293924-d19093500-Reviews-Me_Me_Bistro-Hanoi.html,"47A Nguyễn Hữu Huân Hoàn Kiếm, Hà Nội 100000 Việt Nam",Me Me Bistro,Hà Nội,Y,4.5,28,"Kiểu Thái, Kiểu Á",Y,581395,232558
761,https://www.tripadvisor.com.vn/Restaurant_Review-g293924-d12196202-Reviews-Batavia_Restaurant_Cafe-Hanoi.html,"116 Ngọc Hà Ngọc Hà, Ba Đình, Hà Nội Việt Nam",Nhà Hàng & Cà Phê Batavia,Hà Nội,Y,4,55,"Kiểu Á, Kiểu Việt, Kiểu Indonesia",Y,250000,15000
762,https://www.tripadvisor.com.vn/Restaurant_Review-g293924-d7704813-Reviews-Mirai_Sushi_Sake-Hanoi.html,"35-37 Tràng Thi Hoàn Kiếm, Hà Nội 100000 Việt Nam",Mirai - Sushi & Sake,Hà Nội,Y,4,53,"Kiểu Nhật, Sushi, Kiểu Á",Y,697674,232558
763,https://www.tripadvisor.com.vn/Restaurant_Review-g293924-d4081502-Reviews-Azuma_Japanese_Restaurant-Hanoi.html,"23 Ngọc Khánh, Ba Đình, Hà Nội 00 Việt Nam",Azuma Japanese Restaurant,Hà Nội,Y,4.5,65,"Kiểu Nhật, Sushi, Kiểu Á, Đồ nướng, Món kết hợp",Y,1162791,348837
764,https://www.tripadvisor.com.vn/Restaurant_Review-g293924-d12580042-Reviews-Mad_Botanist_The_Gin_Specialist-Hanoi.html,"45 Ly Quoc Su, Hà Nội Việt Nam",Mad Botanist- The Gin Specialist,Hà Nội,Y,4,50,"Quầy bar, Cà phê, Quầy rượu vang",N,500000,100000
765,https://www.tripadvisor.com.vn/Restaurant_Review-g293924-d16725364-Reviews-AZABU-Hanoi.html,"84 Trần Nhân Tông Tầng 2, Hotel du Parc Hanoi, Hà Nội 100000 Việt Nam",AZABU,Hà Nội,Y,5,23,"Kiểu Nhật, Sushi, Kiểu Á",N,,
766,https://www.tripadvisor.com.vn/Restaurant_Review-g293924-d3589321-Reviews-Loft_Stop_Cafe-Hanoi.html,"11B Bao Khanh Street, Hà Nội 10000 Việt Nam",Loft Stop Cafe,Hà Nội,N,4,140,"Kiểu Pháp, Kiểu Âu",Y,,
767,https://www.tripadvisor.com.vn/Restaurant_Review-g293924-d19849776-Reviews-Hey_Pelo_Original_French_Tacos-Hanoi.html,"45B Đào Duy Từ Hàng Buồm, Hoàn Kiếm, Hà Nội 111505 Việt Nam",Hey Pelo - Original French Tacos,Hà Nội,Y,5,17,Kiểu Pháp,N,220000,3
768,https://www.tripadvisor.com.vn/Restaurant_Review-g293924-d10717560-Reviews-Furbrew-Hanoi.html,"8b/52 Tô Ngọc Vân, Q. Tây Hồ, Hà Nội Việt Nam",Quán Furbrew,Hà Nội,N,4.5,34,"Nhà hàng bán bia, Quầy bar, Quán rượu",N,,
769,https://www.tripadvisor.com.vn/Restaurant_Review-g293924-d3834215-Reviews-1946-Hanoi.html,"3 Ngo Yen Thanh, Off 61 Cua Bac, Hà Nội 10000 Việt Nam",1946,Hà Nội,N,4,108,"Kiểu Á, Kiểu Việt",Y,,
770,https://www.tripadvisor.com.vn/Restaurant_Review-g293924-d8131561-Reviews-Minh_s_Family_Cooking-Hanoi.html,"2D Tạ Hiện, Hà Nội 10000 Việt Nam",Minh´s Family Cooking,Hà Nội,N,4.5,30,"Đồ nướng, Kiểu Việt, Hải sản, Kiểu Á",N,,
771,https://www.tripadvisor.com.vn/Restaurant_Review-g293924-d13329334-Reviews-Lovegan-Hanoi.html,"12, ngõ 186 Ngọc Hà, Hà Nội 100000 Việt Nam",Lovegan,Hà Nội,N,5,19,"Kiểu Trung Quốc, Kiểu Mỹ, Cà phê, Kiểu Việt, Kiểu Campuchia, Kiểu Á",Y,85000,20000
772,https://www.tripadvisor.com.vn/Restaurant_Review-g293924-d17607023-Reviews-Los_Fuegos_Argentinian_Steak_Grill-Hanoi.html,"35, Kiệt 12, Đặng Thai Mai, Hà Nội 100000 Việt Nam",Los Fuegos - Argentinian Steak & Grill,Hà Nội,Y,4.5,25,"Nhà hàng bít tết, Thịt nướng, Kiểu Argentina, Đồ nướng",N,600,50
773,https://www.tripadvisor.com.vn/Restaurant_Review-g293924-d15023271-Reviews-Monsoon_Bar_Kitchen-Hanoi.html,"77 Nguyễn Thái Học Ba Đình, Hà Nội 100000 Việt Nam",Monsoon Bar & Kitchen,Hà Nội,Y,5,19,"Kiểu Pháp, Kiểu Á, Món kết hợp, Kiểu Việt, Quầy bar, Kiểu Âu, Quán rượu",N,348837,69767
774,https://www.tripadvisor.com.vn/Restaurant_Review-g293924-d19681877-Reviews-Hanoi_Cider_House-Hanoi.html,"278 Nghi Tàm Yên Phụ, Tây Hồ, Hà Nội 100000 Việt Nam",Hanoi Cider House,Hà Nội,Y,5,18,"Kiểu Bồ Đào Nha, Quầy bar, Đồ nướng, Kiểu Âu, Thịt nướng, Quán rượu",N,250,100
775,https://www.tripadvisor.com.vn/Restaurant_Review-g293924-d19430596-Reviews-Nha_Hang_Long_De-Hanoi.html,"Căn 92 TT4 - Đường 11, KĐT Thành Phố Giao Lưu, Hà Nội 100000 Việt Nam",Nhà Hàng Long Dê,Hà Nội,Y,5,16,"Cửa hàng thức ăn ngon, Kiểu Việt",N,500000,100000
776,https://www.tripadvisor.com.vn/Restaurant_Review-g293924-d6208715-Reviews-Rallye_Cafe_Fastfood-Hanoi.html,"27 Hang Phen, Hà Nội 10000 Việt Nam",Rallye Cafe & Fastfood,Hà Nội,Y,4.5,53,Cà phê,N,,
777,https://www.tripadvisor.com.vn/Restaurant_Review-g293924-d6211658-Reviews-Chuon_Chuon_Quan_Chuonchuon_Restaurant-Hanoi.html,"Số 5 ngõ Hội Vũ, Phố Quán Sứ, Hà Nội 084 Việt Nam",Chuon Chuon Quan - Chuonchuon Restaurant,Hà Nội,Y,4.5,40,"Kiểu Âu, Kiểu Việt",Y,18,2
778,https://www.tripadvisor.com.vn/Restaurant_Review-g293924-d4305839-Reviews-Dong_Thinh_Nha_Hang_Mien_Luon-Hanoi.html,"87 Hang Dieu, Hoan Kiem District, Hà Nội 10000 Việt Nam",Dong Thinh Nha Hang Mien Luon,Hà Nội,N,4,54,"Kiểu Á, Kiểu Việt, Súp",N,,
779,https://www.tripadvisor.com.vn/Restaurant_Review-g293924-d14003564-Reviews-Tam_Claypot_Rice-Hanoi.html,"14 Nguyễn Hữu Huân Hoàn Kiếm, Hà Nội 100000 Việt Nam",Tam Claypot Rice,Hà Nội,Y,5,20,"Kiểu Á, Kiểu Việt, Cà phê, Cửa hàng thức ăn ngon",N,,
780,https://www.tripadvisor.com.vn/Restaurant_Review-g293924-d15296416-Reviews-Au_O_Vietnam_Kitchen-Hanoi.html,"15 Lý Thường Kiệt Hoàn Kiếm, Hà Nội 100000 Việt Nam",Ầu Ơ Vietnam Kitchen,Hà Nội,Y,4.5,34,"Kiểu Việt, Kiểu Á",Y,25,3
781,https://www.tripadvisor.com.vn/Restaurant_Review-g293924-d8043175-Reviews-Gojumong_Casual-Hanoi.html,"54 Liễu Giai Tầng 6, Lotte Center, Hà Nội 10000 Việt Nam",Gojumong Casual,Hà Nội,Y,4,52,"Đồ nướng, Kiểu Á, Kiểu Hàn Quốc",N,581395,116279
782,https://www.tripadvisor.com.vn/Restaurant_Review-g293924-d1315497-Reviews-Hilton_Hanoi_Opera_s_Lobby_Lounge-Hanoi.html,"1 Le Thanh Tong St Hilton Hanoi Opera Hotel, Hà Nội 10000 Việt Nam",Hilton Hanoi Opera's Lobby Lounge,Hà Nội,N,4,84,"Quầy bar, Kiểu Âu, Quán rượu",N,,
783,https://www.tripadvisor.com.vn/Restaurant_Review-g293924-d6001423-Reviews-MAISON_D_HANOI-Hanoi.html,"99 Hang Gai Street, Hoan Kiem Distr, Hà Nội 00844 Việt Nam",MAISON D'HANOI,Hà Nội,N,4.5,40,"Kiểu Á, Kiểu Việt",N,,
784,https://www.tripadvisor.com.vn/Restaurant_Review-g293924-d8617688-Reviews-Hanoi_Rocks_Bar-Hanoi.html,"56 Hang Duong, Hoan Kiem, Hà Nội 10000 Việt Nam",Hanoi Rocks Bar,Hà Nội,Y,4.5,60,"Quầy bar, Kiểu Mỹ, Kiểu Âu, Kiểu Việt",N,186047,46512
785,https://www.tripadvisor.com.vn/Restaurant_Review-g293924-d3685474-Reviews-Thai_Dat-Hanoi.html,"66 Hàng Bông Hoan Kiem, Thanh Pho, Hà Nội 10000 Việt Nam",Thái Đạt,Hà Nội,N,4,58,"Đồ nướng, Kiểu Á, Thịt nướng",N,,
786,https://www.tripadvisor.com.vn/Restaurant_Review-g293924-d12495872-Reviews-Pho_Ga_Nguyet-Hanoi.html,"5 Phủ Doãn Hoàn Kiếm, Hà Nội 100000 Việt Nam",Phở Gà Nguyệt,Hà Nội,Y,5,20,"Kiểu Việt, Kiểu Á, Súp",N,,
787,https://www.tripadvisor.com.vn/Restaurant_Review-g293924-d2263538-Reviews-Anh_Hoa_restaurant-Hanoi.html,"Da chi 429 Au Co, Tay Ho, Hà Nội Việt Nam",Anh Hoa restaurant,Hà Nội,N,4,50,"Kiểu Á, Kiểu Việt",Y,,
788,https://www.tripadvisor.com.vn/Restaurant_Review-g293924-d19466011-Reviews-Xin_Chao-Hanoi.html,"64A Hàng Bồ Hoàn Kiếm, Hà Nội 100000 Việt Nam",Xin Chao,Hà Nội,Y,5,15,"Nhà hàng bán bia, Đồ ăn nhanh, Quán rượu, Quán bar phục vụ đồ ăn, Quầy bar",N,10,5
789,https://www.tripadvisor.com.vn/Restaurant_Review-g293924-d12882129-Reviews-Banh_Xeo_Sau_Phuoc-Hanoi.html,"74 Cầu Đất, Hà Nội Việt Nam",Bánh Xèo Sáu Phước,Hà Nội,Y,5,18,Kiểu Việt,N,,
790,https://www.tripadvisor.com.vn/Restaurant_Review-g293924-d15208796-Reviews-Essie_Tearoom_and_Bistro-Hanoi.html,"86 Tô Ngọc Vân Quảng An, Tây Hồ, Hà Nội 100000 Việt Nam",Essie Tearoom and Bistro,Hà Nội,Y,4.5,29,"Cà phê, Kiểu Âu, Món kết hợp, Nhà hàng bít tết",N,334027,33403
791,https://www.tripadvisor.com.vn/Restaurant_Review-g293924-d17439181-Reviews-Banh_My_Mama-Hanoi.html,"54 Lý Quốc Sư Hàng Trống, Hoàn Kiếm, Hà Nội 100000 Việt Nam",Bánh Mỳ Mama,Hà Nội,Y,5,16,Kiểu Việt,N,30,12
792,https://www.tripadvisor.com.vn/Restaurant_Review-g293924-d3589354-Reviews-Carlsberg_Bun_Bo_Nam_Bo-Hanoi.html,"39C Ly Quoc Su Hoan Kiem Dist, Hà Nội 10000 Việt Nam",Carlsberg Bun Bo Nam Bo,Hà Nội,N,4.5,34,"Kiểu Việt, Kiểu Á",Y,,
793,https://www.tripadvisor.com.vn/Restaurant_Review-g298085-d13875477-Reviews-La_Plage-Da_Nang.html,"35 Truong Sa Street Hoa Hai Ward, Ngu Hanh Son District, Đà Nẵng 550000 Việt Nam",La Plage,Đà Nẵng,Y,5,110,"Hải sản, Quốc tế, Kiểu Việt, Kiểu Á, Món kết hợp",Y,1350000,58000
794,https://www.tripadvisor.com.vn/Restaurant_Review-g298085-d12968948-Reviews-Sky_View_Restaurant-Da_Nang.html,"216 Võ Nguyên Giáp Tầng 20, Belle Maison Parosand, Phường Phước Mỹ, Quận Sơn Trà, Đà Nẵng 550000 Việt Nam",Sky View Restaurant,Đà Nẵng,Y,5,388,"Tốt cho sức khỏe, Quốc tế",Y,900,50
795,https://www.tripadvisor.com.vn/Restaurant_Review-g298085-d11962134-Reviews-Brilliant_Top_Bar-Da_Nang.html,"162 Bạch Đằng Phường Hải Châu, Quận Hải Châu, Khách Sạn Brilliant Dà nẵng, Đà Nẵng Việt Nam",Brilliant Top Bar,Đà Nẵng,Y,5,878,"Nhà hàng bít tết, Quầy bar",Y,697674,93023
796,https://www.tripadvisor.com.vn/Restaurant_Review-g298085-d15362960-Reviews-Horizon_Bar-Da_Nang.html,"118-120 Võ Nguyên Giáp, Phước Mỹ, Sơn Trà Four Points By Sheraton Danang, Đà Nẵng 550000 Việt Nam",Horizon Bar,Đà Nẵng,Y,5,116,"Quốc tế, Quầy bar, Quán rượu",N,895000,90000
797,https://www.tripadvisor.com.vn/Restaurant_Review-g298085-d3187207-Reviews-The_Golden_Dragon-Da_Nang.html,"Tầng 2, Khách sạn Grand Mercure Danang, Lô A1 Khu Đảo Xanh, Hòa Cường Bắc, Hải Châu, Đà Nẵng 550000 Việt Nam",The Golden Dragon,Đà Nẵng,Y,5,178,"Kiểu Trung Quốc, Kiểu Á, Quốc tế, Tốt cho sức khỏe, Súp",Y,,
798,https://www.tripadvisor.com.vn/Restaurant_Review-g298085-d13810289-Reviews-Thia_G_Restaurant_Da_Nang-Da_Nang.html,"37 Ba Đình Hải Châu, Đà Nẵng 551300 Việt Nam",Thìa Gỗ Restaurant Da Nang,Đà Nẵng,Y,5,1556,"Kiểu Việt, Hải sản",Y,500000,40000
799,https://www.tripadvisor.com.vn/Restaurant_Review-g298085-d15815450-Reviews-The_Eatery-Da_Nang.html,"118-120 Võ Nguyên Giáp, Phuoc My, Son Tra Four Points By Sheraton Danang, Đà Nẵng 550000 Việt Nam",The Eatery,Đà Nẵng,Y,5,130,"Quốc tế, Kiểu Việt, Hải sản",Y,390000,90000
800,https://www.tripadvisor.com.vn/Restaurant_Review-g298085-d13873783-Reviews-Table_88-Da_Nang.html,"35 Trường Sa Sheraton Grand Danang Resort, Hòa Hải, Ngũ Hành Sơn, Đà Nẵng 550000 Việt Nam",Table 88,Đà Nẵng,Y,5,233,"Quốc tế, Kiểu Việt, Kiểu Á, Món kết hợp",Y,9888000,98000
801,https://www.tripadvisor.com.vn/Restaurant_Review-g298085-d17760929-Reviews-Bep_Cuon_Da_Nang-Da_Nang.html,"54 Nguyễn Văn Thoại Ngũ Hành Sơn, Đà Nẵng 550000 Việt Nam",Bếp Cuốn Đà Nẵng,Đà Nẵng,Y,5,327,"Kiểu Việt, Kiểu Á, Tốt cho sức khỏe",Y,15,5
802,https://www.tripadvisor.com.vn/Restaurant_Review-g298085-d11915287-Reviews-La_Tiato_Restaurant-Da_Nang.html,"09 Le Quang Dao Quận Ngũ Hành Sơn, Đà Nẵng 550000 Việt Nam",Nhà Hàng La Tiato,Đà Nẵng,Y,5,179,"Kiểu Mỹ, Quầy bar, Kiểu Âu, Kiểu Việt, Kiểu Á",Y,1162791,116279
803,https://www.tripadvisor.com.vn/Restaurant_Review-g298085-d16891168-Reviews-Moc_Seafood-Da_Nang.html,"26 Tô Hiến Thành Sơn Trà, Đà Nẵng 550000 Việt Nam",Mộc Seafood,Đà Nẵng,Y,5,222,"Hải sản, Cửa hàng thức ăn ngon, Kiểu Việt, Kiểu Bữa tối, Tốt cho sức khỏe, Kiểu Á",N,1000,50
804,https://www.tripadvisor.com.vn/Restaurant_Review-g298085-d14186321-Reviews-The_Grill-Da_Nang.html,"35 Trường Sa Hòa Hải, Ngũ Hành Sơn, Đà Nẵng 550000 Việt Nam",The Grill,Đà Nẵng,Y,5,186,"Nhà hàng bít tết, Hải sản, Kiểu Âu, Quốc tế, Thịt nướng, Món kết hợp",Y,2088000,88000
805,https://www.tripadvisor.com.vn/Restaurant_Review-g298085-d10623197-Reviews-Cape_Nao_Beach_Club-Da_Nang.html,"Melia Danang Beach Resort, No.19, Truong Sa street Hoa Hai Ward, Ngu Hanh Son District, Melia Danang Resort, Đà Nẵng 550000 Việt Nam",Cape Nao Beach Club,Đà Nẵng,Y,5,250,"Hải sản, Kiểu Địa Trung Hải, Kiểu Âu",Y,1162791,139535
806,https://www.tripadvisor.com.vn/Restaurant_Review-g17786366-d6895721-Reviews-Citron_Restaurant-Son_Tra_Peninsula_Da_Nang.html,"Hoàng Sa InterContinental Danang Sun Peninsula Resort, Đà Nẵng Việt Nam",Citron Restaurant,Đà Nẵng,Y,4.5,822,"Kiểu Á, Kiểu Việt, Tốt cho sức khỏe",Y,,
807,https://www.tripadvisor.com.vn/Restaurant_Review-g298085-d15745277-Reviews-Bikini_Bottom_Express-Da_Nang.html,"47 An Thuong 2, Đà Nẵng 550000 Việt Nam",Bikini Bottom Express,Đà Nẵng,Y,4.5,273,"Kiểu Mỹ, Cà phê, Đồ ăn nhanh, Kiểu Bữa tối, Kiểu Canada",Y,220000,30000
808,https://www.tripadvisor.com.vn/Restaurant_Review-g298085-d12254273-Reviews-Olivia_s_Prime_Steakhouse-Da_Nang.html,"505 Trần Hưng Đạo P. An Hải Tây, Q. Sơn Trà, Đà Nẵng 550000 Việt Nam",Olivia's Prime Steakhouse,Đà Nẵng,Y,4.5,463,"Nhà hàng bít tết, Quầy bar, Thịt nướng, Quầy rượu vang, Kiểu Mỹ",Y,3488372,348837
809,https://www.tripadvisor.com.vn/Restaurant_Review-g298085-d1817077-Reviews-Red_Sky_Steakhouse-Da_Nang.html,"248 Trần Phú, Đà Nẵng Việt Nam",Red Sky Steakhouse,Đà Nẵng,Y,4.5,967,"Nhà hàng bít tết, Kiểu Âu, Quốc tế",Y,697674,93023
810,https://www.tripadvisor.com.vn/Restaurant_Review-g298085-d8397694-Reviews-Delicious_Tacos-Da_Nang.html,"80/59 Lê Hữu Trác Phường An Hải Đông, Quận Sơn Trà, Đà Nẵng 550000 Việt Nam",Taco Ngon,Đà Nẵng,Y,4.5,604,"Kiểu Mexico, Đồ ăn nhanh, Món kết hợp, Thức ăn đường phố",N,,
811,https://www.tripadvisor.com.vn/Restaurant_Review-g298085-d11746907-Reviews-Panorama_Restaurant-Da_Nang.html,"120A Nguyễn Văn Thoại Tầng 16, Khách Sạn Royal Lotusl Đà Nẵng, Quận Ngũ Hành Sơn, Đà Nẵng 550000 Việt Nam",Nhà Hàng Panorama,Đà Nẵng,Y,4.5,455,"Kiểu Á, Đồ nướng, Kiểu Hàn Quốc",Y,581395,46512
812,https://www.tripadvisor.com.vn/Restaurant_Review-g298085-d12670141-Reviews-Hai_Cang_Da_Nang_Restaurant-Da_Nang.html,"36 -38 Bạch Đằng Phường Thạch Thang, Quận Hải Châu, Đà Nẵng 550000 Việt Nam",Hải Cảng Đà Nẵng Restaurant,Đà Nẵng,Y,5,205,"Kiểu Trung Quốc, Hải sản, Kiểu Á, Cửa hàng thức ăn ngon, Kiểu Bữa tối, Tốt cho sức khỏe",Y,2302326,209302
813,https://www.tripadvisor.com.vn/Restaurant_Review-g298085-d6540733-Reviews-My_Casa_Tapas_Bar-Da_Nang.html,"53 Morrison, Đà Nẵng 550000 Việt Nam",My Casa Tapas Bar,Đà Nẵng,Y,4.5,1155,"Kiểu Ý, Quầy bar, Kiểu Địa Trung Hải, Kiểu Âu, Kiểu Tây Ban Nha",Y,,
814,https://www.tripadvisor.com.vn/Restaurant_Review-g298085-d10736295-Reviews-Tacos_Danang-Da_Nang.html,"K72/17 Nguyễn Văn Thoại, Đà Nẵng 550000 Việt Nam",Quán Tacos Danang,Đà Nẵng,Y,4.5,313,"Kiểu Mexico, Kiểu La tinh",Y,,
815,https://www.tripadvisor.com.vn/Restaurant_Review-g298085-d14199145-Reviews-Cabanon_Palace-Da_Nang.html,"150-156 Nguyễn Văn Linh Tầng 6, Hai Van Palace, Đà Nẵng 550000 Việt Nam",Cabanon Palace,Đà Nẵng,Y,5,165,"Kiểu Pháp, Kiểu Địa Trung Hải, Kiểu Âu",Y,1600000,600000
816,https://www.tripadvisor.com.vn/Restaurant_Review-g298085-d8682310-Reviews-Happy_Heart_Cafe-Da_Nang.html,"57 Ngô Thi Sỹ Bắc Mỹ An, Ngũ Hành Sơn, Đà Nẵng 550000 Việt Nam",Happy Heart Cafe,Đà Nẵng,Y,4.5,724,"Pizza, Tốt cho sức khỏe, Kiểu Mỹ, Cà phê, Kiểu Mỹ bản xứ",Y,279070,46512
817,https://www.tripadvisor.com.vn/Restaurant_Review-g298085-d12551845-Reviews-Nen_Restaurant-Da_Nang.html,"Lô 20, Mỹ Đa Tây 2 Khuê Mỹ, Sơn Trà, Đà Nẵng 550000 Việt Nam",Nén Restaurant,Đà Nẵng,Y,4.5,323,"Kiểu Việt, Tốt cho sức khỏe",Y,1395349,953488
818,https://www.tripadvisor.com.vn/Restaurant_Review-g298085-d12502589-Reviews-Namaste_Omar_s_Indian_Restaurant-Da_Nang.html,"6 Thái Phiên Phước Ninh, Q. Hải Châu, Đà Nẵng 550000 Việt Nam",Nhà Hàng Ấn Độ Namaste Omar,Đà Nẵng,Y,4.5,275,"Kiểu Ấn Độ, Kiểu Á",Y,348837,116279
819,https://www.tripadvisor.com.vn/Restaurant_Review-g298085-d8527479-Reviews-Fatfish_Restaurant_Lounge_Bar-Da_Nang.html,"439 Trần Hưng Đạo, Đà Nẵng 550000 Việt Nam",Fatfish Restaurant & Lounge Bar,Đà Nẵng,Y,4.5,753,"Pizza, Hải sản, Đương đại, Món kết hợp, Quốc tế",Y,558140,162791
820,https://www.tripadvisor.com.vn/Restaurant_Review-g298085-d11873423-Reviews-Pizza_4P_s_Hoang_Van_Thu-Da_Nang.html,"08 Hoàng Văn Thụ Quận Hải Châu, Đà Nẵng 550000 Việt Nam",Pizza 4P's Hoang Van Thu,Đà Nẵng,Y,4.5,536,"Kiểu Ý, Kiểu Nhật, Pizza, Phong cách ẩm thực Fusion Nhật Bản",Y,590909,5
821,https://www.tripadvisor.com.vn/Restaurant_Review-g298085-d19609898-Reviews-Quan_Thai_Food-Da_Nang.html,"478 Điện Biên Phủ Thanh Khê Đông, Thanh Khê, Đà Nẵng 550000 Việt Nam",Quán Thai Food,Đà Nẵng,N,,,"Hải sản, Kiểu Thái, Món kết hợp",N,200000,35000
822,https://www.tripadvisor.com.vn/Restaurant_Review-g298085-d15326920-Reviews-Roots_Plant_based_Cafe_healthy_vegan_restaurant-Da_Nang.html,"1 An Thượng 30 Bắc Mỹ Phú, Ngũ Hành Sơn, Đà Nẵng 550000 Việt Nam",Roots Plant-based Cafe - healthy vegan restaurant,Đà Nẵng,Y,4.5,139,"Quốc tế, Cà phê, Món kết hợp, Tốt cho sức khỏe",Y,150000,30000
823,https://www.tripadvisor.com.vn/Restaurant_Review-g298085-d17534872-Reviews-Kebab_Ngon_Da_Nang-Da_Nang.html,"21 An Thuong 26, Đà Nẵng 550000 Việt Nam",Kebab Ngon Da Nang,Đà Nẵng,Y,5,123,"Đồ ăn nhanh, Kiểu Trung Đông, Quốc tế, Món kết hợp, Thức ăn đường phố",Y,,
824,https://www.tripadvisor.com.vn/Restaurant_Review-g298085-d11954030-Reviews-Tamarind_Tree_Da_Nang_Restaurant-Da_Nang.html,"119 Đỗ Bá Ngũ Hành Sơn, Đà Nẵng 550000 Việt Nam",Cây Me Restaurant,Đà Nẵng,Y,4.5,705,"Hải sản, Kiểu Á, Kiểu Việt, Tốt cho sức khỏe",Y,150000,40000
825,https://www.tripadvisor.com.vn/Restaurant_Review-g298085-d11618680-Reviews-Maharaja_Indian_Restaurant-Da_Nang.html,"4 Dương Đình Nghệ, Đà Nẵng 550000 Việt Nam",Nhà Hàng Ấn Độ Maharaja,Đà Nẵng,Y,4.5,336,Kiểu Ấn Độ,Y,250000,100000
826,https://www.tripadvisor.com.vn/Restaurant_Review-g298085-d4840552-Reviews-Family_Indian_Restaurant-Da_Nang.html,"231 Hồ Nghinh Quận Sơn Trà, Đà Nẵng 47000 Việt Nam",Family Indian Restaurant,Đà Nẵng,Y,4.5,1463,"Kiểu Ấn Độ, Kiểu Á",Y,,
827,https://www.tripadvisor.com.vn/Restaurant_Review-g298085-d16813137-Reviews-Chay_Corner_Vietnamese_Dumplings-Da_Nang.html,"154 Nguyễn Thiện Kế An Hải Đông, Đà Nẵng 550000 Việt Nam",Chay Corner - Vietnamese Dumplings,Đà Nẵng,Y,5,77,"Cà phê, Kiểu Á, Cửa hàng thức ăn ngon, Kiểu Việt, Tốt cho sức khỏe",Y,,
828,https://www.tripadvisor.com.vn/Restaurant_Review-g298085-d8862328-Reviews-Da_Vinci_Pizza-Da_Nang.html,"41 An Thuong 2 Mỹ An, Ngũ Hành Sơn, Đà Nẵng 550000 Việt Nam",Quán Pizza Da Vinci,Đà Nẵng,Y,4.5,216,"Pizza, Kiểu Ý, Quốc tế, Kiểu Âu",Y,232558,46512
829,https://www.tripadvisor.com.vn/Restaurant_Review-g298085-d7057425-Reviews-Limoncello-Da_Nang.html,"187 Trần Phú, Đà Nẵng 550000 Việt Nam",Limoncello,Đà Nẵng,Y,4.5,918,"Kiểu Ý, Pizza, Kiểu Âu, Naples, Campania, Miền Nam nước Ý",Y,418605,93023
830,https://www.tripadvisor.com.vn/Restaurant_Review-g298085-d3899905-Reviews-La_Maison_1888-Da_Nang.html,"InterContinental Danang Sun Peninsula Resort, Bai Bac, Son Tra Peninsula Bai Bac, Son Tra Peninsula, Đà Nẵng 550000 Việt Nam",La Maison 1888,Đà Nẵng,Y,4.5,529,"Kiểu Pháp, Kiểu Âu",Y,4418605,581395
831,https://www.tripadvisor.com.vn/Restaurant_Review-g298085-d15059295-Reviews-Le_Comptoir_Danang-Da_Nang.html,"16 Chế Lan Viên Bắc Mỹ An, Ngũ Hành Sơn, Đà Nẵng 550000 Việt Nam",Le Comptoir Danang,Đà Nẵng,Y,5,80,"Kiểu Pháp, Quầy rượu vang, Quốc tế",Y,1200000,150000
832,https://www.tripadvisor.com.vn/Restaurant_Review-g17786366-d19093493-Reviews-Chicland_Lounge-Son_Tra_Peninsula_Da_Nang.html,"Tầng thượng, 210 Võ Nguyên Giáp Chicland Hotel, Phước Mỹ, Đà Nẵng 550000 Việt Nam",Chicland Lounge,Đà Nẵng,Y,5,69,"Kiểu Âu, Quán bar phục vụ đồ ăn",N,2325581,116279
833,https://www.tripadvisor.com.vn/Restaurant_Review-g298085-d12882219-Reviews-Com_Nha_Linh_Vietnamese_cuisine-Da_Nang.html,"An Thượng 26, Đà Nẵng 550000 Việt Nam",Cơm Nhà Linh,Đà Nẵng,Y,4.5,165,"Kiểu Á, Kiểu Việt, Tốt cho sức khỏe, Món kết hợp, Kiểu Bữa tối",Y,465116,46512
